14.122733166 1.6
25.20931776 2.1
36.01965741 2.9
47.037079981 4.29
58.016995716 5.58
69.078103392 9.28
79.805397699 8.28
90.459041379 9.58
101.081159087 10.28
111.630490883 11.37
122.126303858 13.96
132.693532997 13.25
143.309426607 17.11
153.964892465 13.03
164.493618564 19
175.069811527 20.5
185.703509417 21.27
196.507280001 20.8
207.120409002 22.41
217.689001092 19.62
228.317517527 24.68
238.925190619 12.64
249.514000874 24.33
260.126709464 27.58
270.810917555 33.83
281.456592433 28.25
292.014003036 34.16
302.568680244 41.91
313.087648231 15.32
323.894159397 30.49
334.653423904 13.17
345.238363687 13.73
355.788711021 13.23
366.352639417 11.85
376.887936382 15.34
387.415877752 12.35
398.007059538 24.45
408.676750475 24.98
419.220305603 19.18
429.797853409 16.42
440.279515288 17.91
451.018658438 20.81
461.687414227 18.15
472.256093828 18.95
482.831020445 16.32
493.420763668 20.42
503.977323913 15.31
514.550122735 17.68
525.078814558 17.3
535.602324447 16.88
546.217859427 22.02
556.822768391 16.09
567.436729217 18.51
578.022925316 16.12
588.561551267 17.99
599.083312804 15.24
609.66815164 50.7
620.350273658 37.81
631.271671587 21.19
642.195082985 21.75
653.041741183 13.84
663.540305165 18.06
674.031414173 17.18
684.688045268 13.77
695.140664418 10.28
