14.176943446 11.3
25.114902178 5.69
35.930096604 4.9
47.065151623 6.1
57.912075129 4.5
68.723796673 7.7
79.243965685 10
89.928435418 3.3
100.610022215 6.7
111.10243896 6.69
121.52313466 10.3
132.073401977 5.2
142.659705713 2
153.29289844 6.1
163.806703231 13.6
174.289902834 0.6
184.842184038 13.4
195.396946438 6.9
205.891251786 0.5
216.441112728 20.9
227.058233386 1.1
237.630016893 0.5
248.136073294 0.4
258.630973245 28
269.424243114 7.1
280.068463451 0.6
290.651760448 0.6
301.318905333 0.6
311.972956309 6.8
322.561402592 34.1
333.141397567 9.1
343.605325319 0.5
354.053526867 0.4
364.492170919 0.5
374.934464266 0.5
385.315461461 0.4
395.772432417 14.2
406.433163128 30.7
417.098004045 5.8
427.560687239 0.7
437.957380731 0.4
448.430833779 0.6
458.906953695 0.6
469.707509591 0.7
480.165931986 0.5
490.654366749 0.6
501.193891814 0.7
511.612992517 0.5
522.122789644 0.5
532.575400677 0.6
543.136495599 0.6
553.622718278 0.6
564.150618241 0.7
574.631371298 0.6
585.159037484 0.6
595.622461067 0.6
606.001753551 0.8
616.647674099 7.2
627.143291102 15.5
637.73412123 18.1
648.348024683 17.2
658.844452659 0.8
669.317368302 0.5
679.834995273 7.1
690.336102834 13
700.862978916 13.3
