3.123887035 1.923315002 1
3.219752018 2.219108353 2
3.462243222 0.758941673 3
3.474829276 1.7732665330000001 4
4.242530509 2.040030534 5
4.248660617 0.944315313 6
4.255507494 1.251708607 7
4.26188381 1.7589076860000001 8
4.269724964 2.868791267 9
4.280597568 1.376948787 10
4.281178519 2.379231366 11
4.288963995 1.886154689 12
4.300551089 1.997891536 13
4.301130246 2.69982565 14
4.30339168 2.501665101 15
4.312876151 1.509401785 16
4.318310056 2.316183793 17
5.21632773 1.411132787 18
5.226490626 1.7218141500000002 19
5.251960501 2.047774537 20
5.255796954 0.9498406420000001 21
5.260098936 2.15608395 22
5.283713419 1.6788724780000002 23
5.285889246 1.8813856100000002 24
6.2216957 0.913836281 25
6.241766736 1.635306898 26
6.244155696 1.838016512 27
6.261881314 1.5552365620000002 28
6.264615358 2.158945499 29
6.271063124 1.7647530900000001 30
6.293405207 1.486619076 31
7.232415008 1.423565661 32
7.242415233 1.6339399330000002 33
7.25061604 2.143136835 34
7.268121273 1.759848568 35
7.2998067110000004 0.7897430000000001 36
7.326937451 1.4179071840000002 37
7.344286979 1.635604145 38
8.163315693 1.553129079 39
8.205000862 1.494651713 40
8.223805741 1.313179896 41
8.246048148 1.43555785 42
8.298825035 2.289539123 43
8.313452503 2.103821577 44
8.320440092 1.910507933 45
9.192758135 1.881452436 46
9.274764162 1.562776297 47
9.292356472 2.081278339 48
9.310876621 1.899400812 49
9.313198107 1.5010702660000002 50
9.334870804 1.723052631 51
9.344051918 2.233084079 52
10.242963611 2.1303557140000002 53
10.277335055 2.264897096 54
10.298846597 1.8857830660000001 55
10.327243422 1.713856103 56
10.329863454 1.6163040610000001 57
10.351807217 1.437894288 58
10.358602179 1.544862379 59
10.380664742 2.167913519 60
11.305830191 2.291787351 61
11.313356854 1.898556635 62
11.34509299 0.728387549 63
11.361790669 0.6449601020000001 64
11.361894771 1.546429061 65
11.367751235 1.351954173 66
11.402753056 1.787553012 67
11.42323136 1.7079136 68
11.500834207 2.286347164 69
11.52068471 2.206032928 70
12.277550717 1.9613522470000002 71
12.35596049 1.939584046 72
12.362457492 2.246526277 73
12.373383243 1.856875832 74
12.392135575 1.174551653 75
12.395004516 1.577964119 76
13.34939402 1.631094065 77
13.369327135 2.251865833 78
13.372237042 2.354906525 79
13.400331451 2.082632487 80
13.402416395 1.88435431 81
13.42415305 1.305190525 82
13.747496311 2.129270481 83
14.364303032 2.345504003 84
