13.711304218 2.4
24.384308712 2.3
35.412791916 4.09
46.116076694 4.2
57.023982419 6.29
68.06765334400001 6.69
78.848680367 8.49
89.802378002 9.47
100.516460441 9.16
111.234724758 10.89
121.947134712 8.97
132.520637524 10.08
143.096967073 10.38
153.770178215 13.26
164.312786261 15.07
174.909237393 16.83
185.68632097 20.5
196.349211108 13.15
207.095878313 21.31
217.783230266 20.1
228.334033183 16.25
238.832286714 24.63
249.451512124 28.91
260.479150545 27.36
271.041897953 24.8
281.519739592 23.03
292.017245194 30.04
302.636895068 35.66
313.413554339 19.46
323.873615218 13.75
334.375052336 12.86
344.843638758 11.86
355.347436093 13.26
365.800388613 11.57
376.314352128 23.33
387.011888516 33.5
397.842135249 18.49
408.483136211 17.99
419.027655177 18.34
429.565474898 17.83
440.096326076 15.84
450.559488441 19.14
461.070311536 15.84
471.544509445 17.65
481.963718336 16.15
492.475841299 15.64
503.111296891 19.18
513.634547356 16.25
524.125153395 16.53
534.685517147 15.64
545.377751948 19.02
556.02018167 14.74
566.658732229 16.33
577.25363673 15.74
587.938044633 17.23
598.769849701 18.27
609.463553397 45.17
619.973269749 38.19
631.029786472 20.5
641.831250662 14.24
652.656136779 16.48
663.184605602 19.38
673.670018572 15.38
684.153098631 11.99
694.737129999 7.99
705.198123523 5.79
