2.998126676 1.9974583890000002 1
3.127646044 2.027216222 2
4.148233108 1.645187535 3
4.232334847 2.230343387 4
4.258301848 1.655114524 5
4.259539612 1.856905786 6
4.275917577 1.272082908 7
4.285348684 1.081144173 8
4.288691392 1.4851506570000002 9
4.311017239 1.207003625 10
4.342079361 2.740727568 11
4.357773636 3.056886909 12
5.38933522 3.287166805 13
5.417133378 2.513493958 14
5.432678117 3.6311099589999998 15
5.462996556 3.961806161 16
5.476639564 3.274332902 17
6.258005376 1.250769078 18
6.277609556 2.67268335 19
6.298123299 2.993742465 20
6.313713302 2.5084819019999998 21
6.332059786 1.725520785 22
6.408805391 1.301400391 23
6.430019663 1.623140689 24
6.457124702 2.551731471 25
6.474537253 1.767839063 26
6.501443289 2.796327604 27
8.274056114 1.6641419590000002 28
8.291775975 1.882150588 29
8.317493836 2.208417702 30
8.32876067 2.019282695 31
8.352889942000001 2.343988451 32
8.378789001 2.870738675 33
8.406006988 1.3953060910000001 34
8.427258609 1.216153135 35
8.449715649 1.939944568 36
8.468614243 2.559882018 37
9.214024123 2.303622523 38
9.298288294 5.192550728 39
9.322728075 4.4156986620000005 40
9.341435093 3.532861521 41
9.356091011 2.646027138 42
9.369958336 5.865235644 43
9.396804061 3.187573737 44
9.413236257 5.007006776 45
9.445406797 2.33446001 46
9.450694156 5.144627537 47
10.261693496 2.249172917 48
10.290203471 1.476386693 49
10.315291022 2.202575104 50
10.329743423 1.215459103 51
10.347423038 2.9359868540000003 52
10.377977421 1.964792244 53
10.408038756 2.094996952 54
10.430416706 1.917106189 55
10.449885454 2.237008723 56
10.469115788 2.556765522 57
14.322879455 3.00495057 58
14.354119469 2.034482693 59
14.384907559 5.671262007 60
14.410003652 4.394405911 61
14.431761777 5.41762413 62
14.457403016 2.037538103 63
14.477111978 2.257650838 64
14.493625584 7.182360152 65
14.518541571 3.90187279 66
14.539768722 5.125061926 67
14.553897389 2.634966563 68
14.57462556 5.660645257 69
14.591127892 6.778950387 70
14.610423054 5.295876746 71
14.632684709 4.917501067 72
15.172615952 4.95663733 73
15.26309716 4.445976199 74
15.370005772 3.651422306 75
15.372229734 2.751962181 76
15.377018584 3.257716711 77
15.395623869 5.279836704 78
