601.006986145 2999 610.489169627 1
601.00689908 2998 610.579915081 2
601.006542065 2997 611.10330047 3
601.006856791 2996 611.206097383 4
601.00680521 2995 611.230248431 5
601.007188137 2994 611.268124042 6
601.006849892 2993 611.306091561 7
601.006975522 2992 611.358949314 8
601.00686719 2991 611.382094899 9
601.007147287 2990 611.41889641 10
601.007083723 2989 611.438647738 11
601.006785969 2988 611.470238768 12
601.007216004 2987 611.512545669 13
601.00679471 2986 611.550742012 14
601.007282195 2985 611.574219527 15
601.00741572 2984 611.611246328 16
601.007339316 2983 611.70046505 17
601.007146207 2982 611.726108472 18
601.00752191 2981 612.080144643 19
601.007226833 2980 612.109492135 20
601.007238903 2979 612.134686187 21
601.007542712 2978 612.155682449 22
601.007762354 2977 612.214375652 23
601.008194516 2976 612.257253726 24
601.007449869 2975 612.291741671 25
601.007514478 2974 612.335441022 26
601.007255208 2973 612.421851502 27
601.007789345 2972 612.485050554 28
601.007489941 2971 612.524259374 29
601.007485046 2970 612.570784681 30
601.007219784 2969 612.603845077 31
601.00757074 2968 612.668582405 32
601.006890795 2967 612.692185215 33
601.007178658 2966 612.755346664 34
601.007389025 2965 612.806951769 35
601.007139433 2964 612.848080451 36
601.00734738 2963 612.886526024 37
601.006851143 2962 612.926722481 38
601.00776391 2961 612.978459111 39
601.007794859 2960 613.035375402 40
601.007488222 2959 613.071346086 41
601.0081105 2958 613.107936433 42
601.007079818 2957 613.109086989 43
601.007868467 2956 613.150398609 44
601.007336864 2955 613.155720979 45
601.007491655 2954 613.19123358 46
601.007470825 2953 613.191252478 47
601.007329745 2952 613.259239776 48
601.00792573 2951 613.262637483 49
601.006835763 2950 613.30300093 50
601.007593709 2949 613.341871403 51
601.007455316 2948 613.341900567 52
601.007466719 2947 613.382321281 53
601.00747742 2946 613.421330216 54
601.008213387 2945 613.425155476 55
601.00808788 2944 613.462836809 56
601.008159732 2943 613.463804274 57
601.007805455 2942 613.519157255 58
601.007524002 2941 613.541384966 59
601.007440025 2940 613.597302291 60
601.007936063 2939 613.633755351 61
601.0081307 2938 613.675993232 62
601.008593878 2937 613.70484891 63
601.007854683 2936 613.767727844 64
601.007213008 2935 613.791867058 65
601.006809551 2934 613.793795628 66
601.007116965 2933 613.82511962 67
601.007082655 2932 613.838715968 68
601.007404496 2931 613.856850516 69
601.008423689 2930 613.860817802 70
601.007801612 2929 613.88633016 71
601.008721852 2928 613.917596166 72
601.007203646 2927 613.918847905 73
601.008229045 2926 613.925696255 74
601.007911136 2925 613.952515646 75
601.007929011 2924 613.973038577 76
601.007584468 2923 614.000749977 77
601.008252315 2922 614.024564976 78
601.008243145 2921 614.04075827 79
601.008302656 2920 614.062076001 80
601.008537538 2919 614.087582546 81
601.008196126 2918 614.089115941 82
601.008133945 2917 614.130991669 83
601.008080459 2916 614.173979761 84
601.007237337 2915 614.197761932 85
601.008991869 2914 614.220101757 86
601.008173104 2913 614.23778614 87
601.00716955 2912 614.237807703 88
601.007924461 2911 614.257949675 89
601.007479289 2910 614.294804789 90
601.00742904 2909 614.297278259 91
601.008346944 2908 614.316201122 92
601.008045902 2907 614.358161803 93
601.007789218 2906 614.358232511 94
601.007519361 2905 614.397534682 95
601.007190153 2904 614.440742781 96
601.00843869 2903 614.480685924 97
601.00851907 2902 614.502716405 98
601.00782148 2901 614.519733578 99
601.008142401 2900 614.552492618 100
601.008100432 2899 614.569209533 101
601.008307647 2898 614.591911181 102
601.007916783 2897 614.61212989 103
601.007774576 2896 614.633161727 104
601.008350816 2895 614.660478552 105
601.007772479 2894 614.681414942 106
601.008094544 2893 614.698925145 107
601.007781374 2892 614.720999117 108
601.008311569 2891 614.732004128 109
601.00821192 2890 614.755924052 110
601.007525637 2889 614.782399053 111
601.00746268 2888 614.79981221 112
601.008629325 2887 614.803023056 113
601.007498919 2886 614.824591111 114
601.007942146 2885 614.835859278 115
601.007467618 2884 614.840772346 116
601.007141443 2883 614.889079297 117
601.008205911 2882 614.889589765 118
601.009091547 2881 614.908121729 119
601.008434572 2880 614.911701862 120
601.007834896 2879 614.964484663 121
601.008332165 2878 614.967258801 122
601.00831445 2877 615.006043431 123
601.008182795 2876 615.006062161 124
601.008124957 2875 615.031641166 125
601.008928686 2874 615.031720769 126
601.007895123 2873 615.032945553 127
601.008479618 2872 615.057835965 128
601.008220113 2871 615.058855754 129
601.009319308 2870 615.081837576 130
601.008740816 2869 615.08278073 131
601.007824932 2868 615.098181128 132
601.007529139 2867 615.098331002 133
601.009331714 2866 615.102604449 134
601.008382588 2865 615.124244123 135
601.008820072 2864 615.130541457 136
601.008335918 2863 615.146946976 137
601.008246981 2862 615.155159464 138
601.009099953 2861 615.182075128 139
601.008275332 2860 615.182315579 140
601.007208827 2859 615.182778249 141
601.008280092 2858 615.206675781 142
601.008955919 2857 615.231938882 143
601.0080972 2856 615.252002752 144
601.009348865 2855 615.259065583 145
601.009489173 2854 615.283308019 146
601.008745632 2853 615.318518921 147
601.008235444 2852 615.346437441 148
601.007414501 2851 615.358379841 149
601.009761464 2850 615.371683976 150
601.009033958 2849 615.394276421 151
601.009506296 2848 615.418810183 152
601.007508142 2847 615.429876044 153
601.008175518 2846 615.453853087 154
601.009338797 2845 615.482671757 155
601.007519757 2844 615.495300531 156
601.009310973 2843 615.5171409 157
601.008090442 2842 615.545444418 158
601.008185952 2841 615.559648527 159
601.008475925 2840 615.578224228 160
601.008076593 2839 615.608423874 161
601.008354703 2838 615.622818164 162
601.008139415 2837 615.633606922 163
601.008239798 2836 615.696097473 164
601.009192343 2835 615.738824394 165
601.007886857 2834 615.741805362 166
601.009452658 2833 615.787918509 167
601.0072481 2832 615.806369236 168
601.009416535 2831 615.812189628 169
601.008632896 2830 615.84884204 170
601.006799355 2829 615.871884801 171
601.008058774 2828 615.888321858 172
601.008362701 2827 615.916473865 173
601.007581212 2826 615.934174046 174
601.007781188 2825 615.940124236 175
601.008227274 2824 615.954986174 176
601.008702143 2823 615.983377898 177
601.007423029 2822 616.014811105 178
601.007534644 2821 616.028684206 179
601.009538912 2820 616.060213612 180
601.008337995 2819 616.099496587 181
601.007214596 2818 616.104150893 182
601.008104315 2817 616.13535112 183
601.009318079 2816 616.1647088 184
601.008266876 2815 616.187516934 185
601.007551506 2814 616.198408833 186
601.009119746 2813 616.210622723 187
601.008848303 2812 616.236778682 188
601.008911943 2811 616.262709008 189
601.008174193 2810 616.293286303 190
601.008254134 2809 616.326197545 191
601.010704225 2808 616.344586591 192
601.008400976 2807 616.353618617 193
601.007385773 2806 616.356167561 194
601.007864193 2805 616.37909283 195
601.008916631 2804 616.395751923 196
601.00844754 2803 616.404796016 197
601.009706309 2802 616.418847955 198
601.009340456 2801 616.428711026 199
601.00747661 2800 616.439033562 200
601.009495181 2799 616.4526361 201
601.009511995 2798 616.458183901 202
601.007810546 2797 616.466245142 203
601.008377408 2796 616.497341546 204
601.007908242 2795 616.5020281 205
601.009330513 2794 616.504423522 206
601.008467085 2793 616.523710964 207
601.01113752 2792 616.525860319 208
601.008751696 2791 616.553596619 209
601.010929976 2790 616.560237301 210
601.008121016 2789 616.567392809 211
601.008264341 2788 616.586354536 212
601.009474891 2787 616.614474896 213
601.009384595 2786 616.635399382 214
601.00976207 2785 616.640358024 215
601.00977102 2784 616.669224695 216
601.007530061 2783 616.671613211 217
601.009340114 2782 616.693723413 218
601.00916096 2781 616.695923889 219
601.009451122 2780 616.732518436 220
601.008472304 2779 616.735284341 221
601.007835925 2778 616.737020451 222
601.010365537 2777 616.756602157 223
601.00821771 2776 616.773809226 224
601.00904865 2775 616.779538117 225
601.007917805 2774 616.801005623 226
601.009399184 2773 616.802591023 227
601.009510813 2772 616.834601803 228
601.008148589 2771 616.839071873 229
601.009342485 2770 616.855643622 230
601.008273572 2769 616.857468481 231
601.010387463 2768 616.8746494 232
601.008256222 2767 616.878185603 233
601.00893819 2766 616.883822263 234
601.009958068 2765 616.898217271 235
601.009108781 2764 616.91795395 236
601.010011617 2763 616.918272773 237
601.009488522 2762 616.968290173 238
601.006973101 2761 616.970157164 239
601.008231037 2760 616.994828305 240
601.008762409 2759 617.007085472 241
601.00834374 2758 617.022741462 242
601.010423343 2757 617.031671351 243
601.008208887 2756 617.048808214 244
601.010013261 2755 617.05509966 245
601.009498617 2754 617.07736506 246
601.008136073 2753 617.08204688 247
601.009493823 2752 617.110005077 248
601.009687387 2751 617.132840478 249
601.011189652 2750 617.143510551 250
601.007932438 2749 617.158528825 251
601.009124652 2748 617.204623956 252
601.009283003 2747 617.233914363 253
601.009322029 2746 617.252692106 254
601.008705433 2745 617.276122842 255
601.008755428 2744 617.303103782 256
601.008777153 2743 617.318348558 257
601.008154929 2742 617.326316289 258
601.009232179 2741 617.349900491 259
601.008531863 2740 617.352385168 260
601.009751287 2739 617.361475424 261
601.008361553 2738 617.373259276 262
601.008065506 2737 617.396429553 263
601.008839168 2736 617.403605042 264
601.008937002 2735 617.421900927 265
601.010747268 2734 617.465397763 266
601.009084406 2733 617.467354564 267
601.009995405 2732 617.47810921 268
601.009668448 2731 617.492835585 269
601.010301884 2730 617.50087729 270
601.009694376 2729 617.522678421 271
601.01050107 2728 617.535359999 272
601.007840531 2727 617.54300488 273
601.009758165 2726 617.582355966 274
601.008190201 2725 617.590781266 275
601.010958787 2724 617.648675266 276
601.009316729 2723 617.677309514 277
601.009531448 2722 617.68888053 278
601.009096751 2721 617.756302118 279
601.009478664 2720 617.783014435 280
601.007535489 2719 617.81913854 281
601.009954486 2718 617.831416926 282
601.010133017 2717 617.859099059 283
601.010377774 2716 617.888120027 284
601.010611382 2715 618.00207589 285
601.009975207 2714 618.025090131 286
601.009712716 2713 618.060446636 287
601.009488899 2712 618.125711378 288
601.011503356 2711 618.168922639 289
601.009537596 2710 618.255092553 290
601.008789459 2709 618.324026547 291
601.009469187 2708 618.353085847 292
601.010745984 2707 618.371204423 293
601.010077128 2706 618.427041356 294
601.009451396 2705 618.446174738 295
601.009569494 2704 618.537826202 296
601.010194162 2703 618.625719992 297
601.00851431 2702 618.667418441 298
601.008497821 2701 618.711395839 299
601.01004428 2700 618.767618743 300
601.00937715 2699 618.847965361 301
601.009187994 2698 618.93272554 302
601.009109388 2697 619.042925644 303
601.0102948 2696 619.128744748 304
601.010057912 2695 619.267218401 305
601.00902828 2694 619.383408981 306
601.012295561 2693 619.385994033 307
601.009400807 2692 619.44234472 308
601.017536687 2691 619.468778977 309
601.010246709 2690 619.469749715 310
601.00944279 2689 619.493719395 311
601.010494193 2688 619.518914698 312
601.010257597 2687 619.542099731 313
601.012060907 2686 619.557966206 314
601.011873763 2685 619.590531107 315
601.009160937 2684 619.606404466 316
601.012076576 2683 619.615600546 317
601.010264853 2682 619.626162112 318
601.012321406 2681 619.651136051 319
601.009764662 2680 619.661638524 320
601.009298701 2679 619.672831768 321
601.015685145 2678 619.691523267 322
601.009463879 2677 619.7109185 323
601.011164379 2676 619.730856858 324
601.012683258 2675 619.733591688 325
601.010224475 2674 619.760886471 326
601.010935262 2673 619.779586945 327
601.009701427 2672 619.794924065 328
601.009778187 2671 619.795675603 329
601.012932511 2670 619.816597495 330
601.01147429 2669 619.843479178 331
601.009038942 2668 619.865314678 332
601.010632225 2667 619.885327532 333
601.008896329 2666 619.917779983 334
601.010765071 2665 619.935820216 335
