610.489169627 9.482183482
610.579915081 9.573016001
611.10330047 10.096758405
611.206097383 10.199240592
611.230248431 10.223443221
611.268124042 10.260935905
611.306091561 10.299241669
611.358949314 10.351973792
611.382094899 10.375227709
611.41889641 10.411749123
611.438647738 10.431564015
611.470238768 10.463452799
611.512545669 10.505329665
611.550742012 10.543947302
611.574219527 10.566937332
611.611246328 10.603830607999999
611.70046505 10.693125734
611.726108472 10.718962265
612.080144643 11.072622733
612.109492135 11.102265302
612.134686187 11.127447284
612.155682449 11.148139737
612.214375652 11.206613298
612.257253726 11.24905921
612.291741671 11.284291802
612.335441022 11.327926544
612.421851502 11.414596294
612.485050554 11.477261209
612.524259374 11.516769433
612.570784681 11.563299635
612.603845077 11.596625293
612.668582405 11.661011665
612.692185215 11.68529442
612.755346664 11.748168006
612.806951769 11.799562744
612.848080451 11.840941018
612.886526024 11.879178644
612.926722481 11.919871338
612.978459111 11.970695201
613.035375402 12.027580543
613.071346086 12.063857864
613.107936433 12.099825933
613.109086989 12.102007171
613.150398609 12.142530142
613.155720979 12.148384115
613.19123358 12.183741925
613.191252478 12.183781653
613.259239776 12.251910031
613.262637483 12.254711753
613.30300093 12.296165167
613.341871403 12.334277694
613.341900567 12.334445251
613.382321281 12.374854562
613.421330216 12.413852796
613.425155476 12.416942089
613.462836809 12.454748929
613.463804274 12.455644542
613.519157255 12.5113518
613.541384966 12.533860964
613.597302291 12.589862266
613.633755351 12.625819288
613.675993232 12.667862532000001
613.70484891 12.696255032
613.767727844 12.759873161
613.791867058 12.78465405
613.793795628 12.786986077
613.82511962 12.818002655
613.838715968 12.831633313
613.856850516 12.84944602
613.860817802 12.852394113
613.88633016 12.878528548
613.917596166 12.908874314
613.918847905 12.911644259
613.925696255 12.91746721
613.952515646 12.94460451
613.973038577 12.965109566
614.000749977 12.993165509
614.024564976 13.016312661
614.04075827 13.032515125
614.062076001 13.053773345
614.087582546 13.079045008
614.089115941 13.080919815
614.130991669 13.122857724
614.173979761 13.165899302
614.197761932 13.190524595
614.220101757 13.211109888
614.23778614 13.229613036
614.237807703 13.230638153
614.257949675 13.250025214
614.294804789 13.2873255
614.297278259 13.289849219
614.316201122 13.307854178
614.358161803 13.350115901
614.358232511 13.350443293
614.397534682 13.390015321
614.440742781 13.433552628
614.480685924 13.472247234
614.502716405 13.494197335
614.519733578 13.511912098
614.552492618 13.544350217
614.569209533 13.561109101
614.591911181 13.583603534
614.61212989 13.604213107
614.633161727 13.625387151
614.660478552 13.652127736
614.681414942 13.673642463
614.698925145 13.690830601
614.720999117 13.713217743
614.732004128 13.723692559
614.755924052 13.747712132
614.782399053 13.774873416
614.79981221 13.79234953
614.803023056 13.794393731
614.824591111 13.817092192
614.835859278 13.827917132
614.840772346 13.833304728
614.889079297 13.881937854
