11.309974846 1.3
21.860446302 3.4
32.880126196 3.59
43.605196134 4.29
54.324906599 6.99
65.072058253 6.49
75.946445013 8.98
86.763854086 8.98
97.404571062 8.57
108.12821785 9.17
118.673359922 8.48
129.196094692 12.76
139.731669925 10.58
150.229008705 15.15
160.712295758 14.57
171.183494662 20.54
181.672034137 17.17
192.180210581 24.2
202.742157606 17.53
213.352451761 18.76
224.10359307 23.18
234.610643523 22.95
245.218041028 24.65
255.809936631 23.13
266.346361305 25.15
276.873116536 26.55
287.436452313 22.89
298.084891229 33.86
308.598507321 26.25
319.136707071 10.47
329.656076584 11.37
340.1639073 27.19
350.702847669 32.1
361.318109623 19.22
371.784940367 14.44
382.249038501 13.66
392.752517059 14.16
403.258614868 19.68
414.019619038 14.54
424.512626409 17.13
435.063008353 13.16
445.586132234 27.22
456.248602955 33.3
466.813506064 18.59
477.333616595 16.83
487.783816968 15.65
498.248610974 16.85
508.679050511 15.35
519.177315498 17.35
529.702881385 16.92
540.245448751 20.78
550.861814714 17.2
561.407390758 17.03
571.926046376 16.73
582.408574825 16.55
592.852058533 19.74
603.329097954 18.34
613.849878384 44.32
624.421803264 19.9
635.075388248 14.02
645.680870035 14.56
656.337271495 14.07
666.790488512 8.49
