13.914945925 3.7
24.920333462 7.5
35.669969609 4.7
46.470493818 7.8
57.431508185 9
68.508906659 8.6
79.268299568 8
89.954982003 9.1
100.513053245 6.8
110.993298694 6.7
121.600866866 4.6
132.049800589 8.5
142.546202613 9.2
153.039122016 0.5
163.513946867 17.3
173.956271907 0.5
184.555326686 23.8
195.120967362 0.5
205.541360791 0.4
216.031071649 15.2
226.604578416 6.5
237.084608949 0.5
247.57038009 0.5
258.147108421 3.6
268.648350412 30.4
279.139063289 13.8
289.583301117 0.5
300.048147375 0.6
310.534681536 0.5
321.010430178 0.5
331.45325309 7.4
342.122928492 27.4
352.576567853 25.4
363.02758308 8.1
373.533356508 0.5
383.978040503 0.5
394.429766194 0.6
404.873745383 0.6
415.384799626 0.6
425.816259341 0.6
436.30918061 0.4
446.797349239 25.1
457.390705204 19.6
468.009937544 4.4
478.446605806 0.5
488.948583836 0.6
499.444894287 0.7
509.911575773 0.6
520.392432492 0.6
530.875586251 0.5
541.390214652 0.6
551.859950106 0.5
562.346136801 0.7
572.843364134 0.7
583.278829728 0.6
593.760870217 0.5
604.247038682 0.7
614.720235389 1.5
625.182585217 8.1
635.800053815 10.9
646.336437293 8.3
656.912165227 8.6
667.491564517 9
